Key,English,Italiano
c1a1_reading_instruction,Read the scientific article extract reported below to start the next step of the challenge.,Leggi l'estratto dell'articolo scientifico riportato di seguito per iniziare il prossimo passo della sfida.
c1a1_5mistakesReset,"You have made 5 mistakes, and the game will restart.","Hai commesso 5 errori, il gioco ricomincerà da capo"
c1a2_bubble1,Advances in technology and lifestyle changes,I progressi tecnologici e i cambiamenti nello stile di vita
c1a2_bubble2,minimize the need for physical interaction with the environment.,riducono al minimo la necessità di interazione fisica con l'ambiente.
c1a2_bubble3,"For example, public or private transport decreases the need for (physical) movement to get around.","Ad esempio, l’uso dei mezzi di trasporto pubblici o privati riducono la necessità di muoversi (fisicamente) per spostarsi."
c1a2_bubble4,This leads to an increased risk of developing pathologies.,Ciò comporta un aumento del rischio di sviluppare patologie.
c1a2_bubble5,"Sedentary behaviours affect health, but they also have profound implications for mental and emotional well-being.","I comportamenti sedentari influiscono negativamente sulla salute, ma hanno anche profonde implicazioni sul benessere mentale ed emotivo."
c1a2_bubbles_instructions,Read and then press each bubble to reveal the next.,"Dopo aver letto quanto riportato nel riquadro, clicca su di esso per poter leggere il successivo."
c1a2_finish,Rekindling our relationship with physical activity and the environment is imperative to leading a healthy and fulfilling life. Read this scientific article to find out more.,Ravvivare il nostro rapporto con l'attività fisica e l'ambiente è indispensabile per condurre una vita sana e soddisfacente. Leggi questo articolo scientifico per saperne di più.
c2a1_intro_message,Welcome to the end of the XIX century. Match each card with its corresponding historical date. Are you ready? Let's start!,Siamo pronti per la sfida 2. Ci troviamo alla fine del XIX secolo. Associa ogni carta alla relativa data storica. Iniziamo!
c2a1_term1,American Army Captain used the word “Physical Literacy” to describe the physicality or movement quality of an indigenous culture.,Un capitano dell'esercito americano ha usato il termine physical literacy per descrivere la fisicità o la qualità del movimento di una cultura indigena.
c2a1_term2,"American educators stated: â€œWe must prepare for physical literacy as well as for mental literacyâ€, responding to an upcoming era of modernization and army recruitment.","Gli educatori americani hanno dichiarato: “Dobbiamo prepararci alla physical literacy così come a quella mentale”, rispondendo a un'imminente era di modernizzazione e reclutamento dell'esercito."
c2a1_term3,Margaret Whitehead promotes discussion on the Physical Literacy concept.,Margaret Whitehead aprì una discussione sul concetto di physical literacy.
c2a1_term4,The word 'Physical Literacy' was used to describe 'A disciplined command over the body'.,"Il termine ""physical literacy"" è stato utilizzato per descrivere ""un controllo disciplinato del corpo""."
c2a1_term5,Margaret Whitehead published a scientific article in the European Journal of Physical Education to promote an open debate on the Physical Literacy concept.,Margaret Whitehead ha pubblicato un articolo scientifico sull'European Journal of Physical Education per promuovere un dibattito sul concetto di physical literacy.
c2a1_term6,"Holistic approach to the concept of Physical Literacy, identifying four dimensions: physical, emotional, social and cognitive dimensions.","Approccio olistico al concetto di physical literacy, che identifica quattro dimensioni: fisica, emotiva, sociale e cognitiva."
c2a1_finish_message,Well done! All the cards are correctly arranged! Let's move on to the next activity.,Ben fatto! Tutte le carte sono disposte correttamente! Passiamo all'attività successiva.
c2a2_intro_message,"In recent years, different countries have adopted different definitions of physical literacy. In the following activity you must link the definition of physical literacy to the country in which it is adopted.","Negli ultimi anni, diversi Paesi hanno adottato definizioni diverse di physical literacy. Nell'attività che segue dovete associare la definizione di physical literacy al Paese in cui è stata adottata."
c2a2_finish_message,Congratulations! You have finished this challenge!,Congratulazioni! Avete terminato questa sfida!
c2a2_instruction,Who adopted the above definition? Click on the selection you think is correct.,Chi ha adottato la definizione riportata sopra? Scegli un’opzione tra quelle riportate di seguito.
c2a2_term1,"Physical literacy can be described as the motivation, confidence, physical competence, knowledge, and understanding to value and take responsibility for engagement in physical activities for life.","La physical literacy può essere descritta come la motivazione, la fiducia, la competenza fisica, la conoscenza e la comprensione per valorizzare e assumersi la responsabilità di impegnarsi nella pratica di attività fisica per tutta la vita."
c2a2_term2,"Physical literacy is about building the skills, knowledge, and behaviors that give us the confidence and motivation to lead active lives.","La physical literacy consiste nel costruire le abilità, le conoscenze e i comportamenti che ci danno la fiducia e la motivazione per condurre una vita attiva."
c2a2_term3,"Physical literacy is the ability, confidence, and desire to be physically active for life.","La physical literacy è la capacità, la fiducia e il desiderio di essere fisicamente attivi per tutta la vita."
c2a2_term4,Physical literacy is our relationship with movement and physical activity throughout life.,La physical literacy è il nostro rapporto con il movimento e la pratica di attività fisica nel corso della vita.
c2a2_option1,"IPLA, Ireland, Northern Ireland, Canada","IPLA, Irlanda, Irlanda del Nord, Canada"
c2a2_option2,Australia,Australia
c2a2_option3,USA,Stati Uniti d’America
c2a2_option4,England,Inghilterra
c3a1_intro_message,"Arrange the cards in chronological order (top to bottom), matching the Jurbalaâ€™s spiral of physical literacy development. Ready?","Disponi le caselle in ordine cronologico (dall'alto verso il basso), in base alla spirale di Jurbala sullo sviluppo della physical literacy. Iniziamo!"
c3a1_activity_message,"Drag the cards to sort them in the correct order based on Jurbalaâ€™s spiral of physical literacy. The screen can be scrolled up or down to view all options. Click on the box to select it, then drag it.","Trascina le caselle per ordinarle correttamente in base alla spirale della physical literacy di Jurbala. È possibile scorrere la schermata verso l'alto o verso il basso per visualizzare tutte le opzioni. Tieni cliccata la casella per selezionarla, quindi trascinala."
c3a1_success,Well done! You sorted the cards correctly!,Ben fatto! Hai ordinato correttamente le caselle!
c3a1_fail,"{count, plural, =0{There are no mistakes.} =1{There is 1 mistake in the card order.} other{There are {count} mistakes in the card order.}}","{count, plural, =0{There are no mistakes.} =1{There is 1 mistake in the card order.} other{There are {count} mistakes in the card order.}}"
@c3a1_fail,"{'placeholders': {'count': {'type': 'num', 'format': 'compact'}}}","{'placeholders': {'count': {'type': 'num', 'format': 'compact'}}}"
c3a1_finish_message,"Congratulations, you have finished the challenge. Click 'Finish' to earn a badge!","Congratulazioni, hai terminato la sfida. Clicca su ""Fine"" per ottenere un badge!"
c3a1_term1,Enriched movement environment,Ambiente ricco di movimento
c3a1_term2,Extensive developmental participation,Partecipazione ampia allo sviluppo
c3a1_term3,Increased movement repertoire,Aumento del repertorio motorio
c3a1_term4,Improved proficiency across repertoire,Maggiore competenza nel repertorio motorio
c3a1_term5,Improved adaptability to new movements,Maggiore adattabilità a nuovi movimenti
c3a1_term6,Increased self-efficacy,Maggiore autoefficacia
c3a1_term7,Increased disposition to try new activities,Maggiore propensione a sperimentare nuove attività
c3a1_term8,Increased success in new activities,Maggiore successo nelle nuove attività
c3a1_term9,Retention in new activities,Mantenimento delle nuove attività nel tempo
c3a1_term10,Increased participation,Maggiore partecipazione
c3a1_term11,Improved health,Miglioramento dello stato di salute
c3a1_term12,Improved quality of life,Miglioramento della qualità della vita
c4a1_intro_message,Welcome to Challenge 4. You will be immersed in different real-life scenarios. Think about the factors or strategies that influence the motivation to engage in physical activity/movement. Ready?,Siamo pronti per la sfida 4. Sarai immerso in diversi scenari di vita reale. Pensa ai fattori o alle strategie che influenzano la motivazione a praticare attività fisica/movimento. Iniziamo?
c4a1_instruction_message,"It's a sunny Sunday. Decide which leisure activity would be best for a child. Click on the qualities shown on the screen for each activity, trying to identify which ones could be proposed to increase the child's Physical Literacy. Be careful! If you click on the wrong quality your selection will be reset. When you are finished, click 'Check solution' to check your solution.","È una domenica soleggiata. Scegli quale attività ricreativa sarebbe più adatta a un bambino. Clicca sulle qualità mostrate sullo schermo per ogni attività, cercando di individuare quali potrebbero essere proposte per aumentare la physical literacy del bambino. Attenzione! Se sceglierai la qualità sbagliata, dovrai ricominciare. Al termine della scelta, clicca su ""Verifica""."
c4a1_finish_message,Well done! You have completed the activity. Let's move on!,Ben fatto! Avete completato l'attività. Andiamo avanti!
c4a1_category_funny,Funny,Divertente
c4a1_category_social,Social,Sociale
c4a1_category_active,Active,Attivo
c4a1_category_movements,Includes different movements,Include diversi movimenti
c4a1_term1,"Playing video games using tablet, smartphone or PC, or watching TV alone.","Giocare ai videogiochi con tablet, smartphone o PC o guardare la TV da soli"
c4a1_term2,Playing cards with friends at home,Giocare a carte con gli amici a casa
c4a1_term3,Gardening with family members,Giardinaggio con i propri familiari
c4a1_term4,Playing with dog,Giocare con il cane
c4a1_term5,Telling stories sitting on the sofa,Raccontare storie seduti sul divano
c4a1_term6,Walking in the neighbourhood with family members,Passeggiare nel quartiere con i propri familiari
c4a2_instruction_message,It's a sunny elementary school day. Assume the role of a PE teacher and assign qualities to each activity to identify which ones could be proposed to your students to improve their Physical Literacy during the breaks.,È una giornata soleggiata e ti trovi in una scuola elementare. Assumi il ruolo di un insegnante di educazione fisica e assegna delle qualità a ogni attività per individuare quali potrebbero essere proposte ai tuoi studenti per migliorare la loro physical literacy durante le pause.
c4a2_term1,Playing with tablet and smartphone.,Giocare con tablet e smartphone.
c4a2_term2,Drawing and painting,Disegnare e dipingere
c4a2_term3,Telling stories while sitting on the schoolyard,Raccontare storie seduti nel cortile della scuola
c4a2_term4,Telling a story that requires children to imitate movements of animals,Raccontare una storia che richiede ai bambini di imitare i movimenti degli animali
c4a2_term5,Playing with a ball,Giocare con la palla
c4a2_term6,Playing seek and hide,Giocare a nascondino
c4a3_intro_message,"Our third scenario is based on the ecological model of the determinants of physical activity. In the next activity, you need to match each factor with its correct category.","Il nostro terzo scenario si basa su un modello ecologico delle determinanti dell'attività fisica. Nella prossima attività, dovrai abbinare ogni fattore alla sua categoria corretta."
c4a3_instruction_message,Move the factor in the middle circle influencing engagement in physical activity to the outer circles.,Sposta i fattori mostrati al centro che influenzano l'impegno nella pratica di attività fisica verso le variabili corrette.
c4a3_info_message,Here is a quick reminder of how the model looks. You can click on the image to zoom in.,Ecco un rapido promemoria del modello. Clicca sull’immagine per ingrandirla.
c4a3_finish_message,Well done! You have completed the fourth challenge. Press 'Finish' to get your badge!,"Ben fatto! Avete completato la quarta sfida. Premi ""Fine"" per ottenere il tuo badge!"
individual,Individual,Individuale
social_environment,Social environment,Ambiente sociale
organizations_and_institutions,Organizations and institutions,Organizzazioni e istituzioni
physical_environment,Physical environment,Ambiente fisico
regional_or_national_policy,Regional or national policy,Politica regionale o nazionale
culture,Culture,Cultura
motivation,Motivation,Motivazione
beliefs,Beliefs,Credenze
sex,Sex,Sesso
self_efficacy,Self-efficacy,Autoefficacia
family,Family,Famiglia
friends,Friends,Amici
cultural_norms,Cultural norms,Norme culturali
colleagues,Colleagues,Colleghi
schools,Schools,Scuole
community_clubs,Community Clubs,Club comunitari
organizations,Organisations,Organizzazioni
workplace,Workplace,Luogo di lavoro
built_environment,Built environment,Ambiente urbano
active_opportunities,Active travel opportunities ,Opportunità di viaggio attivo 
parks_recreation,Parks and recreation facilities,Parchi e strutture ricreative
natural_spaces,Natural spaces ,Spazi naturali 
transport_systems,Transport systems,Sistemi di trasporto
health_sector,Health sector,Settore sanitario
education_school,Education and school sector,Settore educativo e scolastico
organized_sport,Organised sport sector,Settore dello sport organizzato
national,National,Nazionale
local,Local,Locale
c5a1_intro_message,Welcome to Challenge 5. You are challenged to complete the diagram which follows by filling in the missing elements. Ready?,Siamo pronti per la sfida 5. Completa il diagramma inserendo le parole mancanti. Iniziamo!
c5a1_finish_message,Well done! You have completed the fifth challenge. Press 'Finish' to get your badge!,"Ben fatto! Hai completato la quinta sfida. Clicca ""Fine"" per ottenere il tuo badge!"
c5a1_instruction_title,Choose element,Scegli una delle seguenti opzioni
c5a1_instruction_place,Click the element you would like to place in this area:,Clicca sull’opzione che si desidera inserire in quest'area:
c5a1_help,Click on the yellow boxes to fill in the empty parts of the diagram.,Clicca su una casella gialla per selezionarla.
currentElement,Selected element:,Parola selezionata:
c6a1_welcome,"Welcome to challenge 6. Match the concepts presented below to the appropriate descriptions. Be careful! If you make five mistakes, the challenge will restart from the beginning. Ready?","Siamo pronti per la sfida 6. Abbina i concetti alle descrizioni appropriate. Attenzione! Se commetterai 5 errori, la sfida ricomincerà da capo. Iniziamo!"
c6a1_congrats,Well done! All concepts are correctly matched to the related descriptions. Click 'Finish' to earn a badge.,"Ben fatto! Tutti i concetti sono stati abbinati correttamente alle relative descrizioni. Fare clic su ""Fine"" per ottenere il badge."
c7a1_welcome,"Welcome to challenge 7. You will be shown scenarios representing the progression levels of a student's sports practice in relation to the four physical literacy dimensions (physical, affective, social, and cognitive). For each scenario, you need to identify the correct progression level by dragging the scenario to the correct level. Ready?","Siamo pronti per la sfida 7. Ti verranno mostrati degli scenari che rappresentano i livelli di progressione della pratica sportiva di uno studente in relazione alle quattro dimensioni della physical literacy (fisica, affettiva, sociale e cognitiva). Per ogni scenario, dovrai identificare il livello di progressione corretto e successivamente trascinarlo al rispettivo livello. Iniziamo!"
c7a1_instruction,Identify the correct level for this scenario:,Identifica il livello corretto per questo scenario:
c7a1_finish_message,Well done! You have completed the seventh challenge. Press 'Finish' to get your badge!,"Ben fatto! Avete completato la settima sfida. Premi ""Fine"" per ottenere il tuo badge!"
limited_motor_skills,The student has very limited motor skills and has difficulty approaching the basic movements of volleyball (physical dimension).,Lo studente ha capacità motorie molto limitate e ha difficoltà ad eseguire i gesti tecnici principali della pallavolo (dimensione fisica)
lack_of_rules_knowledge,The student does not know the rules of the basketball game and does not know the health benefits related to sports practice (cognitive dimension).,Lo studente non conosce le regole del gioco della pallacanestro e non conosce i benefici per la salute legati alla pratica sportiva (dimensione cognitiva)
lack_of_motivation,The student does not want to participate in PE lessons at school because he/she is not confident or motivated enough (affective dimension).,Lo studente non vuole partecipare alle lezioni di educazione fisica perché non è abbastanza sicuro di sé o motivato (dimensione affettiva)
lack_of_social_support,The student does not have relationships that stimulate and support him/her in participating in extracurricular sports activities (social dimension).,Lo studente non ha relazioni che lo stimolino e lo sostengano nella partecipazione ad attività sportive extrascolastiche (dimensione sociale)
developing_motor_skills,The student is developing basic motor skills in volleyball and has a greater awareness of his/her own physical abilities (physical dimension).,Lo studente sta sviluppando i fondamenti della pallavolo e ha una maggiore consapevolezza delle proprie capacità fisiche (dimensione fisica)
basic_rules_knowledge,The student can describe the rules of the basketball game and understand the health benefits related to sports practice (cognitive dimension).,Lo studente è in grado di descrivere le regole del gioco della pallacanestro e di comprendere i benefici per la salute legati alla pratica sportiva (dimensione cognitiva)
wants_to_participate,The student wants to participate in physical education classes at school and is aware of the possibility of improvement (affective dimension).,Lo studente desidera partecipare alle lezioni di educazione fisica ed è consapevole della possibilità di miglioramento (dimensione affettiva)
positive_social_support,The student is building positive relationships that stimulate and support him/her in participating in extracurricular sports activities (social dimension).,Lo studente costruisce relazioni positive che lo stimolano e lo sostengono nella partecipazione alle attività sportive extrascolastiche (dimensione sociale)
adapts_to_game,The student knows how to adapt to the game situations of volleyball and is physically capable of dealing with them (physical dimension).,Lo studente sa adattarsi alle situazioni di gioco della pallavolo ed è fisicamente in grado di affrontarle (dimensione fisica)
strategic_analysis,The student can analyse and adapt strategies to the game situation of basketball and understand the health benefits related to sports practice (cognitive dimension).,Lo studente è in grado di analizzare e adattare le strategie alla situazione di gioco della pallacanestro e di comprendere i benefici per la salute legati alla pratica sportiva (dimensione cognitiva)
enthusiastic_participation,The student is enthusiastic about participating in physical education classes at school and is aware of his/her level of involvement (affective dimension).,Lo studente è entusiasta di partecipare alle lezioni di educazione fisica ed è consapevole del proprio livello di coinvolgimento (dimensione affettiva)
independent_and_socially_skilled,The student demonstrates independence and positive interpersonal skills that contribute to increased participation in extracurricular sporting activities (social dimension).,Lo studente dimostra indipendenza e capacità relazionali positive che contribuiscono ad aumentare la partecipazione ad attività sportive extrascolastiche (dimensione sociale)
preliminary_level,Preliminary level,Livello preliminare
developer_level,Developer level,Livello intermedio
advanced_level,Advanced level,Livello avanzato
c8a1_instructions,"Welcome to Challenge 8! Assume the role of a physical education teacher of children 6-year-olds and choose from three different games for each physical activity session to teach a fundamental movement. Each game is classified according to three parameters, represented by three bottles: (I) appropriate motor skills background, (II) inclusion/teamwork, and (III) enjoyment. The score for each parameter ranges from 1 to 3 points and represents the level of water that will be poured into the bottle. To pass the challenge you must fill the three bottles by choosing the most appropriate game. Ready?","Siamo pronti per la sfida 8! Assumi il ruolo di un insegnante di educazione fisica di bambini di 6 anni e scegli tra tre giochi diversi per ogni lezione di educazione fisica per insegnare un’abilità o capacità motoria fondamentale. Ogni gioco è classificato in base a tre parametri, rappresentati da tre bottiglie: (I) background motorio adeguato, (II) inclusione/lavoro di squadra e (III) divertimento. Il punteggio per ogni parametro varia da 1 a 3 e rappresenta il livello di acqua che verrà versato nella bottiglia. Per superare la sfida è necessario riempire le tre bottiglie scegliendo il gioco più appropriato. Iniziamo!"
c8a1_prompt,Select the most appropriate option to achieve a balance between the three parameters.,Seleziona l'opzione più appropriata per ottenere un equilibrio tra i tre parametri.
c8a1_wrong,That is not the right balance. Please try a different option.,Questa non è la scelta giusta. Riprova.
c8a1_please_select_option,Please select an option.,Seleziona un'opzione.
c8a1_finish_message,Well done! You have completed the eighth challenge. Press 'Finish' to get your badge!,"Ben fatto! Hai completato l'ottava sfida. Clicca su ""Fine"" per ottenere il tuo badge!"
appropriate_motor_skills_background,Appropriate motor skills background,Un adeguato bagaglio di competenze motorie
inclusion_teamwork,Inclusion/Teamwork,Inclusione/lavoro di squadra
enjoyment,Enjoyment,Piacere
activity_balance,Balance activity,Equilibrio
activity_balance_option_1,"The children form a large circle in the middle of the playground. One of them suggests a balancing exercise. The other children in the circle imitate him and hold the position for 3 seconds. When the time is up, it is another child's turn.","I bambini formano un grande cerchio al centro dell'area di gioco. Uno di loro propone un esercizio di equilibrio. Gli altri bambini nel cerchio lo imitano, mantenendo la posizione per 3 secondi. Allo scadere del tempo, è il turno di un altro bambino."
activity_balance_option_2,"Wheelbarrow race. Students in pairs. One teammate plays the role of the driver, and the other plays the role of the wheelbarrow. The driver holds on to the other player's ankles, while the latter walks with his hands.","Gara di carriole. Gli studenti sono divisi in coppie. Un compagno di squadra svolge il ruolo del conducente, mentre l'altro quello della carriola. Il conducente sorregge le caviglie del compagno, mentre quest'ultimo cammina sulle mani."
activity_balance_option_3,"Children walk around a large area. They can change direction and speed but must avoid contact with others. When the teacher calls a number, children form groups only according to that number, making a circle. They must jump five times on one foot. Child/children without a group perform a static balance.","I bambini camminano in un'area ampia. Possono cambiare direzione e velocità, ma devono evitare il contatto con gli altri. Quando l'insegnante chiama un numero, i bambini devono formare dei gruppi corrispondenti a quel numero, disporsi a cerchio e saltare 5 volte su un piede. I bambini che non fanno parte di un gruppo devono eseguire un esercizio di equilibrio statico."
activity_throwing,Throwing activity,Lanciare
activity_throwing_option_1,"Children form a large circle in the centre of the playing area. One of them has a sound ball. All children must close their eyes, except for the child with the ball who must roll it to another one, using both hands. When all have rolled the ball, they must use another part of the body, such as the hip, knee, and elbow.","I bambini formano un grande cerchio al centro dell'area di gioco. Uno di loro ha una palla sonora. Tutti i bambini devono chiudere gli occhi, tranne il bambino con la palla, il quale deve passarla a un compagno utilizzando entrambe le mani. Quando tutti hanno passato la palla con le mani, devono usare un'altra parte del corpo, come il fianco, il ginocchio o il gomito."
activity_throwing_option_2,"Children in groups of two/three, according to the number of students in the classroom, in front of a wall. One child must throw the ball against the wall and catch it again as many times as possible in twenty seconds. Other teammates count the seconds and the correct executions of the task.","I bambini a gruppi di due/tre, a seconda del numero di studenti presenti in classe, si posizionano davanti a un muro. Un bambino deve lanciare la palla contro il muro e riprenderla il maggior numero di volte possibile in 20 secondi. Gli altri compagni contano i secondi e le esecuzioni corrette del compito."
