Key,English,French
,"Embark on a unique mission to transform your life through knowledge and activity. Navigate through challenges, and unlock the secrets of a healthy lifestyle. Your task is not just to play but to evolve, learning about physical health and well-being. Solve tasks and challenges, make impactful choices, and chart your progress in an engaging world where every step counts towards your ultimate goal: mastering Physical Literacy.","Embarquez pour une mission unique pour transformer votre vie par la connaissance et l'activité. Relevez les défis et découvrez les secrets d'un mode de vie sain. Votre tâche n'est pas seulement de jouer, mais d'évoluer, d'apprendre sur la santé physique et le bien-être. Résolvez des tâches et des défis, faites des choix percutants et suivez vos progrès dans un monde engageant où chaque étape compte vers votre objectif ultime : maîtriser l'alphabétisation physique."
,,
,Ready to begin your adventure?, Prêt à commencer votre aventure ?
ready_letsgo,"Yes, let's go!","Oui, allons-y !"
tutorial_text_buddy,"Hi, I am your ePhyLi buddy, a virtual companion designed to guide and assist you throughout the game. Let me introduce you to the game with a brief tutorial.","Bonjour, je suis votre ami ePhyLi, un compagnon virtuel conçu pour vous guider et vous assister tout au long du jeu. Laissez-moi vous présenter le jeu avec un bref tutoriel."
next,Next,Suivant
tutorialTextChallenges,Well done! Now I am going to explain how you can start playing. The game consists of several challenges that you must complete in order.,Bravo ! Je vais maintenant vous expliquer comment commencer à jouer. Le jeu se compose de plusieurs défis que vous devez relever dans l'ordre.
,,
,"I have already unlocked the first challenge for you. Once you complete a challenge, the next will be unlocked. Each challenge will reward you with points, which can help you level up your avatar. You can also gather badges through the challenges, or various other activities, by interacting with the various features of the app."," J'ai déjà débloqué le premier défi pour vous. Une fois que vous aurez relevé un défi, le suivant sera débloqué. Le défi vous récompensera avec des points, qui peuvent vous aider à faire évoluer votre avatar. Vous pouvez également récupérer des badges grâce aux défis, ou à diverses autres activités, en interagissant avec les différentes fonctionnalités de l'application."
exploreChallenges,"Ok, let's explore the challenges!","Ok, explorons les défis !"
challengesTextTutorial,"These are the challenges you must complete. Each of these challenges may consist of multiple activities, and once you complete all activities in a challenge, I will unlock the next challenge for you. Always remember to use my help if you get stuck in an activity, and remember to use the resources in the news and glossary sections.","Voici les défis que vous devez relever. Chacun de ces défis peut être composé de plusieurs activités, et une fois que vous aurez terminé toutes les activités d'un défi, je débloquerai le défi suivant pour vous. N'oubliez jamais d'utiliser mon aide si vous êtes bloqué dans une activité, et n'oubliez pas d'utiliser les ressources des sections actualités et glossaire."
,,
,Our tutorial is finished. I think you are ready to get started!, Notre tutoriel est terminé. Je pense que vous êtes prêt à commencer !
challengesTextNormal,You have completed %1 out of %2 challenges so far. Would you like to try the next challenge?,Vous avez déjà relevé %1 des %2 défis. Souhaitez-vous relever le prochain défi ?
ok,OK,D'ACCORD
newBadgeTitle,Badge collected,Badge récupéré
newBadgeText,Congratulations! You have received a new badge. Well done!,Félicitations ! Vous avez reçu un nouveau badge. Bravo !
viewBadges,View badges,Voir les badges
completed,Completed,Complété
activities,activities,activités
challengesTextNormalInitial,Hey %1! It's time to get started! Would you like to try the next challenge?,Hé %1 ! Il est temps de commencer ! Vous souhaitez relever le prochain défi ?
challengesTextFinishedAll,Congratulations! You have completed all the challenges. Would you like to replay any of them?,Félicitations ! Vous avez relevé tous les défis. Souhaitez-vous rejouer à l'un d'entre eux ?
nextChallengeUnlocked,The next challenge has been unlocked.,Le prochain défi a été débloqué.
challengeLocked,This challenge is locked,Ce défi est verrouillé
challengeLockedMessage,This challenge is locked. Complete the previous challenges to unlock.,Ce défi est verrouillé. Complétez les défis précédents pour le débloquer.
activityLockedMessage,This activity is locked. Complete the previous activities to unlock.,Cette activité est verrouillée. Complétez les activités précédentes pour la déverrouiller.
error,An error has occurred.,Une erreur s'est produite.
lets_start,Let's start!,C'est parti !
resetGame,Reset game,Réinitialiser le jeu
areYouSure,Are you sure?,Es-tu sûr?
resetLoseProgressMessage,This will reset your current progress.,Cela réinitialisera votre progression actuelle.
cancel,Cancel,Annuler
finish,Finish,Finition
gameOver,Game over,Jeu terminé
alreadyPlayedActivity,You have already participated in this activity. Would you like to replay it?,Vous avez déjà participé à cette activité. Souhaitez-vous la rejouer ?
yes,Yes,Oui
no,No,Non
unableToStartActivity,Error - This activity cannot be started.,Erreur - Cette activité ne peut pas être démarrée.
clickOnImageToZoom,Press the image to zoom in for more detail.,Appuyez sur l'image pour zoomer et avoir plus de détails.
clickToViewArticle,Click here to read the article,Cliquez ici pour lire l'article
clickOKToContinue,Click OK to continue,Cliquez sur OK pour continuer
challenges_unlocked,%1 challenge(s) were unlocked!,%1 défi(s) ont été débloqués !
screen_flip_notice,Your screen will change to landscape mode for this activity.,Votre écran passera en mode paysage pour cette activité.
drop_here,Drop here,Déposez ici
available_cards,Available cards,Cartes disponibles
dragging,Dragging...,En train de traîner...
well_done,Well done!,Bien joué!
try_again,Try again,Essayer à nouveau
check_solution,Check solution,Vérifier la solution
back,Back,Dos
pleaseTurnDevice,Please rotate your device.,Veuillez faire pivoter votre appareil.
badges_view_title,Your badges,Vos badges
you_have_earned_badge,You have earned this badge. Well done!,Vous avez gagné ce badge. Bravo !
save,Save,Sauvegarder
glossary_instructions,This is a glossary - a list of terms related to physical literacy and their descriptions. Scroll through the list below to find the term you need and click it to view its description.,Il s'agit d'un glossaire - une liste de termes liés à la littératie physique et leurs descriptions. Faites défiler la liste ci-dessous pour trouver le terme dont vous avez besoin et cliquez dessus pour afficher sa description.
under_construction,Under construction,En cours de construction
enter_name,Enter your name,Entrez votre nom
pick_avatar,Customize your avatar,Personnalisez votre avatar
pick_buddy,Select your ePhyLi buddy,Sélectionnez votre partenaire ePhyLi
help,Help,Aide
no_badges_yet,You have not earned any badges yet. Complete some challenges to earn badges.,Vous n'avez pas encore gagné de badges. Relevez quelques défis pour gagner des badges.
about,About,À propos
project_description,ePhyLi is an Erasmus+ Sport funded project that aims to promote physical literacy and healthy lifestyles through digital materials for university students.,ePhyLi est un projet financé par Erasmus+ Sport qui vise à promouvoir l'alphabétisation physique et des modes de vie sains grâce à du matériel numérique destiné aux étudiants universitaires.
visit_website,Visit the project's website,Visitez le site Web du projet
about_the_app,About the app,À propos de l'application
change_language,Change language,Changer de langue
privacy_policy,Privacy policy,Politique de confidentialité
c1a1_welcome,"Welcome to challenge 1. Match the concepts presented to the appropriate descriptions. Be careful! If you make five mistakes, the challenge will restart from the beginning. Ready?","Bienvenue au défi 1. Associez les concepts présentés aux descriptions appropriées. Soyez prudent ! Si vous faites cinq erreurs, le défi recommencera depuis le début. Prêt ?"
c1a1_congrats,Well done! All concepts are correctly matched to the related descriptions.,Bien joué ! Tous les concepts correspondent correctement aux descriptions correspondantes.
c1a1_reading_instruction,Read the scientific article extract reported below to start the next step of the challenge.,Lisez l’extrait de l’article scientifique rapporté ci-dessous pour démarrer la prochaine étape du défi.
c1a1_5mistakesReset,"You have made 5 mistakes, and the game will restart.",Vous avez fait 5 erreurs et le jeu va recommencer.
c1a2_bubble1,Advances in technology and lifestyle changes,Progrès technologiques et changements de style de vie
c1a2_bubble2,minimize the need for physical interaction with the environment.,minimiser le besoin d’interaction physique avec l’environnement.
c1a2_bubble3,"For example, public or private transport decreases the need for (physical) movement to get around.","Par exemple, les transports publics ou privés diminuent le besoin de déplacement (physique) pour se déplacer."
c1a2_bubble4,This leads to an increased risk of developing pathologies.,Cela entraîne un risque accru de développer des pathologies.
c1a2_bubble5,"Sedentary behaviours affect health, but they also have profound implications for mental and emotional well-being.","Les comportements sédentaires affectent la santé, mais ils ont également de profondes répercussions sur le bien-être mental et émotionnel."
c1a2_bubbles_instructions,Read and then press each bubble to reveal the next.,Lisez puis appuyez sur chaque bulle pour révéler la suivante.
c1a2_finish,Rekindling our relationship with physical activity and the environment is imperative to leading a healthy and fulfilling life. Read this scientific article to find out more.,Il est impératif de renouer avec l’activité physique et l’environnement pour mener une vie saine et épanouissante. Lisez cet article scientifique pour en savoir plus.
c2a1_intro_message,Welcome to the end of the XIX century. Match each card with its corresponding historical date. Are you ready? Let's start!,Bienvenue à la fin du XIXe siècle. Associez chaque carte à la date historique correspondante. Êtes-vous prêt ? Commençons !
c2a1_term1,American Army Captain used the word â€œPhysical Literacyâ€ to describe the physicality or movement quality of an indigenous culture.,Un capitaine de l’armée américaine a utilisé le mot « alphabétisation physique » pour décrire la physicalité ou la qualité du mouvement d’une culture indigène.
c2a1_term2,"American educators stated: â€œWe must prepare for physical literacy as well as for mental literacyâ€, responding to an upcoming era of modernization and army recruitment.","Les éducateurs américains ont déclaré : « Nous devons nous préparer à l’alphabétisation physique ainsi qu’à l’alphabétisation mentale », en réponse à une ère à venir de modernisation et de recrutement militaire."
c2a1_term3,Margaret Whitehead promotes discussion on the Physical Literacy concept.,Margaret Whitehead favorise la discussion sur le concept d’alphabétisation physique.
c2a1_term4,The word 'Physical Literacy' was used to describe 'A disciplined command over the body'.,Le terme « alphabétisation physique » était utilisé pour décrire « une maîtrise disciplinée du corps ».
c2a1_term5,Margaret Whitehead published a scientific article in the European Journal of Physical Education to promote an open debate on the Physical Literacy concept.,Margaret Whitehead a publié un article scientifique dans le Journal européen d’éducation physique pour promouvoir un débat ouvert sur le concept d’alphabétisation physique.
c2a1_term6,"Holistic approach to the concept of Physical Literacy, identifying four dimensions: physical, emotional, social and cognitive dimensions.","Approche holistique du concept d’alphabétisation physique, identifiant quatre dimensions : physique, émotionnelle, sociale et cognitive."
c2a1_finish_message,Well done! All the cards are correctly arranged! Let's move on to the next activity.,Bravo ! Toutes les cartes sont correctement disposées ! Passons à l'activité suivante.
c2a2_intro_message,"In recent years, different countries have adopted different definitions of physical literacy. In the following activity you must link the definition of physical literacy to the country in which it is adopted.","Ces dernières années, différents pays ont adopté différentes définitions de la littératie physique. Dans l'activité suivante, vous devez associer la définition de la littératie physique au pays dans lequel elle est adoptée."
c2a2_finish_message,Congratulations! You have finished this challenge!,Félicitations ! Vous avez terminé ce défi !
c2a2_instruction,Who adopted the above definition? Click on the selection you think is correct.,Qui a adopté la définition ci-dessus ? Cliquez sur la sélection qui vous semble correcte.
c2a2_term1,"Physical literacy can be described as the motivation, confidence, physical competence, knowledge, and understanding to value and take responsibility for engagement in physical activities for life.","La littératie physique peut être décrite comme la motivation, la confiance, la compétence physique, les connaissances et la compréhension nécessaires pour valoriser et assumer la responsabilité de l’engagement dans des activités physiques tout au long de la vie."
c2a2_term2,"Physical literacy is about building the skills, knowledge, and behaviors that give us the confidence and motivation to lead active lives.","La littératie physique vise à développer les compétences, les connaissances et les comportements qui nous donnent la confiance et la motivation nécessaires pour mener une vie active."
c2a2_term3,"Physical literacy is the ability, confidence, and desire to be physically active for life.","La littératie physique est la capacité, la confiance et le désir d’être physiquement actif toute sa vie."
c2a2_term4,Physical literacy is our relationship with movement and physical activity throughout life.,La littératie physique est notre relation avec le mouvement et l’activité physique tout au long de la vie.
c2a2_option1,"IPLA, Ireland, Northern Ireland, Canada","IPLA, Irlande, Irlande du Nord, Canada"
c2a2_option2,Australia,Australie
c2a2_option3,USA,USA
c2a2_option4,England,Angleterre
c3a1_intro_message,"Arrange the cards in chronological order (top to bottom), matching the Jurbalaâ€™s spiral of physical literacy development. Ready?","Disposez les cartes dans l'ordre chronologique (de haut en bas), en respectant la spirale de développement de l'alphabétisation physique de Jurbala. Prêt ?"
c3a1_activity_message,"Drag the cards to sort them in the correct order based on Jurbala spiral of physical literacy. The screen can be scrolled up or down to view all options. Click on the box to select it, then drag it.","Faites glisser les cartes pour les trier dans le bon ordre en fonction de la spirale de Jurbala sur l'alphabétisation physique. L'écran peut être déroulé vers le haut ou vers le bas pour afficher toutes les options. Cliquez sur la case pour la sélectionner, puis faites-la glisser."
c3a1_success,Well done! You sorted the cards correctly!,Bravo ! Vous avez trié les cartes correctement !
c3a1_fail,"{count, plural, =0{There are no mistakes.} =1{There is 1 mistake in the card order.} other{There are {count} mistakes in the card order.}}","{count, plural, =0{Il n'y a aucune erreur.} =1{Il y a 1 erreur dans l'ordre des cartes.} other{Il y a {count} erreurs dans l'ordre des cartes.}}"
@c3a1_fail,"{'placeholders': {'count': {'type': 'num', 'format': 'compact'}}}","{'espaces réservés' : {'nombre' : {'type' : 'num', 'format' : 'compact'}}}"
c3a1_finish_message,"Congratulations, you have finished the challenge. Click 'Finish' to earn a badge!","Félicitations, vous avez terminé le défi. Cliquez sur « Terminer » pour gagner un badge !"
c3a1_term1,Enriched movement environment,Environnement de mouvement enrichi
c3a1_term2,Extensive developmental participation,Participation extensive au développement
c3a1_term3,Increased movement repertoire,Répertoire de mouvements élargi
c3a1_term4,Improved proficiency across repertoire,Amélioration des compétences dans l'ensemble du répertoire
c3a1_term5,Improved adaptability to new movements,Adaptabilité améliorée aux nouveaux mouvements
c3a1_term6,Increased self-efficacy,Augmentation de l'auto-efficacité
c3a1_term7,Increased disposition to try new activities,Disposition accrue à essayer de nouvelles activités
c3a1_term8,Increased success in new activities,Succès accru dans de nouvelles activités
c3a1_term9,Retention in new activities,Maintien dans de nouvelles activités
c3a1_term10,Increased participation,Participation accrue
c3a1_term11,Improved health,Une meilleure santé
c3a1_term12,Improved quality of life,Une meilleure qualité de vie
c4a1_intro_message,Welcome to Challenge 4. You will be immersed in different real-life scenarios. Think about the factors or strategies that influence the motivation to engage in physical activity/movement. Ready?,Bienvenue au Défi 4. Vous serez plongé dans différents scénarios de la vie réelle. Réfléchissez aux facteurs ou aux stratégies qui influencent la motivation à s'engager dans une activité physique/un mouvement. Prêt ?
c4a1_instruction_message,"It's a sunny Sunday. Decide which leisure activity would be best for a child. Click on the qualities shown on the screen for each activity, trying to identify which ones could be proposed to increase the child's Physical Literacy. Be careful! If you click on the wrong quality your selection will be reset. When you are finished, click 'Check solution' to check your solution.","C'est un dimanche ensoleillé. Décidez quelle activité de loisir conviendrait le mieux à un enfant. Cliquez sur les qualités affichées à l'écran pour chaque activité, en essayant d'identifier celles qui pourraient être proposées pour augmenter la littératie physique de l'enfant. Soyez prudent ! Si vous cliquez sur la mauvaise qualité, votre sélection sera réinitialisée. Lorsque vous avez terminé, cliquez sur « Vérifier la solution » pour vérifier votre solution."
c4a1_finish_message,Well done! You have completed the activity. Let's move on!,Bravo ! Vous avez terminé l'activité. Passons à la suite !
c4a1_category_funny,Funny,Drôle
c4a1_category_social,Social,Sociale
c4a1_category_active,Active,Actif
c4a1_category_movements,Includes different movements,Comprend différents mouvements
c4a1_term1,"Playing video games using tablet, smartphone or PC, or watching TV alone.","Jouer à des jeux vidéo sur tablette, smartphone ou PC, ou regarder la télévision seul."
c4a1_term2,Playing cards with friends at home,Jouer aux cartes avec des amis à la maison
c4a1_term3,Gardening with family members,Jardiner avec les membres de la famille
c4a1_term4,Playing with dog,Jouer avec un chien
c4a1_term5,Telling stories sitting on the sofa,Raconter des histoires assis sur le canapé
c4a1_term6,Walking in the neighbourhood with family members,Promenade dans le quartier avec les membres de la famille
c4a2_instruction_message,It's a sunny elementary school day. Assume the role of a PE teacher and assign qualities to each activity to identify which ones could be proposed to your students to improve their Physical Literacy during the breaks.,C'est une journée ensoleillée d'école primaire. Prenez le rôle d'un professeur d'éducation physique et attribuez des qualités à chaque activité pour identifier celles qui pourraient être proposées à vos élèves pour améliorer leur littératie physique pendant les pauses.
c4a2_term1,Playing with tablet and smartphone.,Jouer avec une tablette et un smartphone.
c4a2_term2,Drawing and painting,Dessin et peinture
c4a2_term3,Telling stories while sitting on the schoolyard,Raconter des histoires assis dans la cour d'école
c4a2_term4,Telling a story that requires children to imitate movements of animals,Raconter une histoire qui demande aux enfants d'imiter les mouvements des animaux
c4a2_term5,Playing with a ball,Jouer avec une balle
c4a2_term6,Playing seek and hide,Jouer à cache-cache
c4a3_intro_message,"Our third scenario is based on the ecological model of the determinants of physical activity proposed by Bauman et al. (2012). In the next activity, you need to match each factor with its correct category.","Notre troisième scénario est basé sur le modèle écologique des déterminants de l'activité physique. Dans l'activité suivante, vous devez associer chaque facteur à sa catégorie appropriée."
c4a3_instruction_message,ove the factors in the middle circle influencing engagment in physical activity to the right variables (blue circles).,Déplacez les facteurs dans le cercle central influençant l'engagement dans l’activité physique vers les variables de droite (cercles bleus).
,M,
c4a3_info_message,Here is a quick reminder of how the model looks. You can click on the image to zoom in.,Voici un petit rappel de ce à quoi ressemble le modèle. Vous pouvez cliquer sur l'image pour zoomer.
c4a3_finish_message,Well done! You have completed the fourth challenge. For more information read the scientific article in the news section. ,"Bravo ! Vous avez terminé le quatrième défi. Pour plus d'informations, lisez l'article scientifique dans la section Actualités. "
individual,Individual,Individuel
social_environment,Social environment,Environnement social
organizations_and_institutions,Organizations and institutions,Organisations et institutions
physical_environment,Physical environment,Environnement physique
regional_or_national_policy,Regional or national policy,Politique régionale ou nationale
culture,Culture,Culture
motivation,Motivation,Motivation
beliefs,Beliefs,Croyances
sex,Sex,Sexe
self_efficacy,Self-efficacy,Auto-efficacité
family,Family,Famille
friends,Friends,Amis
cultural_norms,Cultural norms,Normes culturelles
colleagues,Colleagues,Collègues
schools,Schools,Écoles
community_clubs,Community Clubs,Clubs communautaires
organizations,Organisations,Organisations
workplace,Workplace,Lieu de travail
built_environment,Built environment,Environnement bâti
active_opportunities,Active travel opportunities ,Possibilités de déplacements actifs
parks_recreation,Parks and recreation facilities,Parcs et installations de loisirs
natural_spaces,Natural spaces ,Espaces naturels
transport_systems,Transport systems,Systèmes de transport
health_sector,Health sector,Secteur de la santé
education_school,Education and school sector,Éducation et secteur scolaire
organized_sport,Organised sport sector,Secteur du sport organisé
national,National,National
local,Local,Locale
c5a1_intro_message,Welcome to Challenge 5. You are challenged to complete the diagram which follows by filling in the missing elements. Ready?,Bienvenue au défi 5. Vous êtes mis au défi de compléter le diagramme qui suit en remplissant les éléments manquants. Prêt ?
c5a1_finish_message,Well done! You have completed the fifth challenge. Press 'Finish' to get your badge!,Bravo ! Vous avez terminé le cinquième défi. Appuyez sur « Terminer » pour obtenir votre badge !
c5a1_instruction_title,Choose element,Choisir l'élément
c5a1_instruction_place,Click the element you would like to place in this area:,Cliquez sur l'élément que vous souhaitez placer dans cette zone :
c5a1_help,Click on the yellow boxes to fill in the empty parts of the diagram.,Cliquez sur les cases jaunes pour remplir les parties vides du schéma.
currentElement,Selected element:,Élément sélectionné :
c6a1_welcome,"Welcome to challenge 6. Match the concepts presented below to the appropriate descriptions. Be careful! If you make five mistakes, the challenge will restart from the beginning. Ready?","Bienvenue au défi 6. Associez les concepts présentés ci-dessous aux descriptions appropriées. Soyez prudent ! Si vous faites cinq erreurs, le défi recommencera depuis le début. Prêt ?"
c6a1_congrats,Well done! All concepts are correctly matched to the related descriptions. Click 'Finish' to earn a badge.,Bien joué ! Tous les concepts correspondent correctement aux descriptions correspondantes. Cliquez sur « Terminer » pour gagner un badge.
c7a1_welcome,"Welcome to challenge 7. You will be shown scenarios representing the progression levels of a student's sports practice in relation to the four physical literacy dimensions (physical, affective, social, and cognitive). For each scenario, you need to identify the correct progression level by dragging the scenario to the correct level. Ready?","Bienvenue au défi 7. Des scénarios représentant les niveaux de progression de la pratique sportive d'un élève en lien avec les quatre dimensions de la littératie physique (physique, affective, sociale et cognitive) vous seront présentés. Pour chaque scénario, vous devez identifier le niveau de progression approprié en faisant glisser le scénario vers le niveau approprié. Prêt?"
c7a1_instruction,Identify the correct level for this scenario:,Identifiez le niveau correct pour ce scénario :
c7a1_finish_message,Well done! You have completed the seventh challenge. Press 'Finish' to get your badge!,Bravo ! Vous avez terminé le septième défi. Appuyez sur « Terminer » pour obtenir votre badge !
limited_motor_skills,The student has very limited motor skills and has difficulty approaching the basic movements of volleyball (physical dimension).,L'élève a une motricité très limitée et a de la difficulté à aborder les mouvements de base du volleyball (dimension physique).
lack_of_rules_knowledge,The student does not know the rules of the basketball game and does not know the health benefits related to sports practice (cognitive dimension).,L'élève ne connaît pas les règles du jeu de basket-ball et ne connait pas les bénéfices pour la santé liés à la pratique sportive (dimension cognitive).
lack_of_motivation,The student does not want to participate in PE lessons at school because he/she is not confident or motivated enough (affective dimension).,L'élève ne souhaite pas participer aux cours d'EPS à l'école car il n'a pas suffisamment confiance en lui ou n'est pas suffisamment motivé (dimension affective).
lack_of_social_support,The student does not have relationships that stimulate and support him/her in participating in extracurricular sports activities (social dimension).,L’élève n’a pas de relations qui le stimulent et le soutiennent dans sa participation à des activités sportives parascolaires (dimension sociale).
developing_motor_skills,The student is developing basic motor skills in volleyball and has a greater awareness of his/her own physical abilities (physical dimension).,L'élève développe des habiletés motrices de base au volleyball et a une plus grande conscience de ses propres capacités physiques (dimension physique).
basic_rules_knowledge,The student can describe the rules of the basketball game and understand the health benefits related to sports practice (cognitive dimension).,L'élève peut décrire les règles du jeu de basket-ball et comprendre les bénéfices pour la santé liés à la pratique sportive (dimension cognitive).
wants_to_participate,The student wants to participate in physical education classes at school and is aware of the possibility of improvement (affective dimension).,L'élève désire participer aux cours d'éducation physique à l'école et est conscient de la possibilité de s'améliorer (dimension affective).
positive_social_support,The student is building positive relationships that stimulate and support him/her in participating in extracurricular sports activities (social dimension).,L'élève construit des relations positives qui le stimulent et le soutiennent dans sa participation à des activités sportives parascolaires (dimension sociale).
adapts_to_game,The student knows how to adapt to the game situations of volleyball and is physically capable of dealing with them (physical dimension).,L'élève sait s'adapter aux situations de jeu du volley-ball et est physiquement capable d'y faire face (dimension physique).
strategic_analysis,The student can analyse and adapt strategies to the game situation of basketball and understand the health benefits related to sports practice (cognitive dimension).,L'étudiant peut analyser et adapter des stratégies à la situation de jeu de basket-ball et comprendre les bénéfices pour la santé liés à la pratique sportive (dimension cognitive).
enthusiastic_participation,The student is enthusiastic about participating in physical education classes at school and is aware of his/her level of involvement (affective dimension).,L'élève participe avec enthousiasme aux cours d'éducation physique à l'école et est conscient de son niveau d'implication (dimension affective).
independent_and_socially_skilled,The student demonstrates independence and positive interpersonal skills that contribute to increased participation in extracurricular sporting activities (social dimension).,L'élève fait preuve d'autonomie et de compétences interpersonnelles positives qui contribuent à une participation accrue aux activités sportives parascolaires (dimension sociale).
preliminary_level,Preliminary level,Niveau préliminaire
developer_level,Developer level,Niveau développeur
advanced_level,Advanced level,Niveau avancé
c8a1_instructions,"Welcome to Challenge 8! Assume the role of a physical education teacher of children 6-year-olds and choose from three different games for each physical activity session to teach a fundamental movement. Each game is classified according to three parameters, represented by three bottles: (I) appropriate motor skills background, (II) inclusion/teamwork, and (III) enjoyment. The score for each parameter ranges from 1 to 3 points and represents the level of water that will be poured into the bottle. To pass the challenge you must fill the three bottles by choosing the most appropriate game. Ready?","Bienvenue au Défi 8 ! Incarnez un professeur d’éducation physique d’enfants de 6 ans et choisissez parmi trois jeux différents pour chaque séance d’activité physique pour enseigner un mouvement fondamental. Chaque jeu est classé selon trois paramètres, représentés par trois bouteilles : (I) le contexte moteur approprié, (II) l’inclusion/le travail d’équipe et (III) le plaisir. Le score de chaque paramètre varie de 1 à 3 points et représente le niveau d’eau qui sera versé dans la bouteille. Pour réussir le défi, vous devez remplir les trois bouteilles en choisissant le jeu le plus approprié. Prêt ?"
c8a1_prompt,Select the most appropriate option to achieve a balance between the three parameters.,Sélectionnez l’option la plus appropriée pour atteindre un équilibre entre les trois paramètres.
c8a1_wrong,That is not the right balance. Please try a different option.,Ce n'est pas le bon équilibre. Veuillez essayer une autre option.
c8a1_please_select_option,Please select an option.,Veuillez sélectionner une option.
c8a1_finish_message,Well done! You have completed the eighth challenge. Press 'Finish' to get your badge!,Bravo ! Vous avez terminé le huitième défi. Appuyez sur « Terminer » pour obtenir votre badge !
appropriate_motor_skills_background,Appropriate motor skills background,Connaissances motrices appropriées
inclusion_teamwork,Inclusion/Teamwork,Inclusion/Travail d'équipe
enjoyment,Enjoyment,Jouissance
activity_balance,Balance activity,Activité d'équilibre
activity_balance_option_1,"The children form a large circle in the middle of the playground. One of them suggests a balancing exercise. The other children in the circle imitate him and hold the position for 3 seconds. When the time is up, it is another child's turn.","Les enfants forment un grand cercle au milieu de l'aire de jeu. L'un d'eux propose un exercice d'équilibre. Les autres enfants du cercle l'imitent et maintiennent la position pendant 3 secondes. Lorsque le temps est écoulé, c'est au tour d'un autre enfant."
,,
activity_balance_option_2,"Wheelbarrow race. Students in pairs. One teammate plays the role of the driver, and the other plays the role of the wheelbarrow. The driver holds on to the other player's ankles, while the latter walks with his hands.","Course de brouettes. Les élèves sont en binôme. Un coéquipier joue le rôle du conducteur et l'autre celui de la brouette. Le conducteur tient les chevilles de l'autre joueur, tandis que ce dernier marche avec ses mains."
activity_balance_option_3,"Children walk around a large area. They can change direction and speed but must avoid contact with others. When the teacher calls a number, children form groups only according to that number, making a circle. They must jump five times on one foot. Child/children without a group perform a static balance.","Les enfants marchent sur un grand espace. Ils peuvent changer de direction et de vitesse mais doivent éviter tout contact avec les autres. Lorsque l'enseignant appelle un numéro, les enfants forment des groupes uniquement en fonction de ce numéro, en formant un cercle. Ils doivent sauter cinq fois sur un pied. L'enfant/les enfants sans groupe effectuent un équilibre statique."
activity_throwing,Throwing activity,Activité de lancer
activity_throwing_option_1,"Children form a large circle in the centre of the playing area. One of them has a sound ball. All children must close their eyes, except for the child with the ball who must roll it to another one, using both hands. When all have rolled the ball, they must use another part of the body, such as the hip, knee, and elbow.","Les enfants forment un grand cercle au centre de l'aire de jeu. L'un d'eux a une balle sonore. Tous les enfants doivent fermer les yeux, sauf celui qui a la balle qui doit la faire rouler vers un autre enfant en utilisant ses deux mains. Lorsque tous ont fait rouler la balle, ils doivent utiliser une autre partie du corps, comme la hanche, le genou et le coude."
activity_throwing_option_2,"Children in groups of two/three, according to the number of students in the classroom, in front of a wall. One child must throw the ball against the wall and catch it again as many times as possible in twenty seconds. Other teammates count the seconds and the correct executions of the task.","Les enfants sont placés par groupe de deux ou trois, selon le nombre d'élèves dans la classe, devant un mur. Un enfant doit lancer la balle contre le mur et la rattraper autant de fois que possible en vingt secondes. Les autres coéquipiers comptent les secondes et les exécutions correctes de la tâche."
